"generation","variant","count","S"
4752,5874,1,"-1.0"
4752,5876,3,"-1.0"
4752,5878,2,"-1.0"
4752,5879,2,"-1.0"
4752,5881,1,"-1.0"
4753,5033,78,"-1.0"
4753,5059,13,"-1.0"
4753,5168,44,"-1.0"
4753,5229,24,"-1.0"
4753,5310,67,"-1.0"
4753,5374,30,"-1.0"
4753,5586,66,"-1.0"
4753,5609,36,"-1.0"
4753,5638,32,"-1.0"
4753,5639,27,"-1.0"
4753,5642,48,"-1.0"
4753,5643,54,"-1.0"
4753,5651,48,"-1.0"
4753,5653,57,"-1.0"
4753,5743,11,"-1.0"
4753,5757,50,"-1.0"
4753,5758,29,"-1.0"
4753,5763,37,"-1.0"
4753,5782,21,"-1.0"
4753,5783,30,"-1.0"
4753,5789,35,"-1.0"
4753,5795,16,"-1.0"
4753,5799,28,"-1.0"
4753,5830,8,"-1.0"
4753,5836,41,"-1.0"
4753,5844,1,"-1.0"
4753,5847,13,"-1.0"
4753,5851,20,"-1.0"
4753,5855,2,"-1.0"
4753,5865,18,"-1.0"
4753,5867,2,"-1.0"
4753,5874,2,"-1.0"
4753,5876,7,"-1.0"
4753,5878,1,"-1.0"
4753,5879,1,"-1.0"
4753,5881,1,"-1.0"
4753,5882,1,"-1.0"
4753,5883,1,"-1.0"
4754,5033,73,"-1.0"
4754,5059,9,"-1.0"
4754,5168,49,"-1.0"
4754,5229,23,"-1.0"
4754,5310,69,"-1.0"
4754,5374,34,"-1.0"
4754,5586,73,"-1.0"
4754,5609,36,"-1.0"
4754,5638,33,"-1.0"
4754,5639,19,"-1.0"
4754,5642,42,"-1.0"
4754,5643,54,"-1.0"
4754,5651,55,"-1.0"
4754,5653,44,"-1.0"
4754,5743,15,"-1.0"
4754,5757,47,"-1.0"
4754,5758,25,"-1.0"
4754,5763,29,"-1.0"
4754,5782,23,"-1.0"
4754,5783,38,"-1.0"
4754,5789,28,"-1.0"
4754,5795,21,"-1.0"
4754,5799,35,"-1.0"
4754,5830,11,"-1.0"
4754,5836,49,"-1.0"
4754,5844,2,"-1.0"
4754,5847,11,"-1.0"
4754,5851,16,"-1.0"
4754,5855,3,"-1.0"
4754,5865,14,"-1.0"
4754,5867,4,"-1.0"
4754,5874,2,"-1.0"
4754,5876,5,"-1.0"
4754,5878,1,"-1.0"
4754,5881,1,"-1.0"
4754,5882,1,"-1.0"
4754,5883,2,"-1.0"
4754,5884,1,"-1.0"
4754,5885,1,"-1.0"
4754,5886,1,"-1.0"
4754,5887,1,"-1.0"
4755,5033,63,"-1.0"
4755,5059,8,"-1.0"
4755,5168,50,"-1.0"
4755,5229,25,"-1.0"
4755,5310,69,"-1.0"
4755,5374,38,"-1.0"
4755,5586,61,"-1.0"
4755,5609,25,"-1.0"
4755,5638,32,"-1.0"
4755,5639,17,"-1.0"
4755,5642,42,"-1.0"
4755,5643,42,"-1.0"
4755,5651,61,"-1.0"
4755,5653,36,"-1.0"
4755,5743,15,"-1.0"
4755,5757,42,"-1.0"
4755,5758,30,"-1.0"
4755,5763,41,"-1.0"
4755,5782,17,"-1.0"
4755,5783,42,"-1.0"
4755,5789,29,"-1.0"
4755,5795,24,"-1.0"
4755,5799,42,"-1.0"
4755,5830,11,"-1.0"
4755,5836,60,"-1.0"
4755,5847,8,"-1.0"
4755,5851,19,"-1.0"
4755,5855,8,"-1.0"
4755,5865,13,"-1.0"
4755,5867,6,"-1.0"
4755,5874,5,"-1.0"
4755,5876,8,"-1.0"
4755,5881,1,"-1.0"
4755,5882,4,"-1.0"
4755,5883,4,"-1.0"
4755,5884,1,"-1.0"
4755,5885,1,"-1.0"
4756,5033,61,"-1.0"
4756,5059,7,"-1.0"
4756,5168,47,"-1.0"
4756,5229,26,"-1.0"
4756,5310,70,"-1.0"
4756,5374,34,"-1.0"
4756,5586,73,"-1.0"
4756,5609,16,"-1.0"
4756,5638,31,"-1.0"
4756,5639,17,"-1.0"
4756,5642,32,"-1.0"
4756,5643,37,"-1.0"
4756,5651,63,"-1.0"
4756,5653,38,"-1.0"
4756,5743,9,"-1.0"
4756,5757,49,"-1.0"
4756,5758,26,"-1.0"
4756,5763,39,"-1.0"
4756,5782,18,"-1.0"
4756,5783,47,"-1.0"
4756,5789,29,"-1.0"
4756,5795,23,"-1.0"
4756,5799,38,"-1.0"
4756,5830,16,"-1.0"
4756,5836,68,"-1.0"
4756,5847,9,"-1.0"
4756,5851,26,"-1.0"
4756,5855,13,"-1.0"
4756,5865,11,"-1.0"
4756,5867,4,"-1.0"
4756,5874,8,"-1.0"
4756,5876,9,"-1.0"
4756,5881,1,"-1.0"
4756,5882,2,"-1.0"
4756,5883,2,"-1.0"
4756,5884,1,"-1.0"
4757,5033,55,"-1.0"
4757,5059,4,"-1.0"
4757,5168,39,"-1.0"
4757,5229,21,"-1.0"
4757,5310,72,"-1.0"
4757,5374,44,"-1.0"
4757,5586,69,"-1.0"
4757,5609,15,"-1.0"
4757,5638,25,"-1.0"
4757,5639,16,"-1.0"
4757,5642,31,"-1.0"
4757,5643,30,"-1.0"
4757,5651,68,"-1.0"
4757,5653,42,"-1.0"
4757,5743,7,"-1.0"
4757,5757,53,"-1.0"
4757,5758,28,"-1.0"
4757,5763,32,"-1.0"
4757,5782,19,"-1.0"
4757,5783,51,"-1.0"
4757,5789,37,"-1.0"
4757,5795,28,"-1.0"
4757,5799,34,"-1.0"
4757,5830,19,"-1.0"
4757,5836,72,"-1.0"
4757,5847,8,"-1.0"
4757,5851,21,"-1.0"
4757,5855,8,"-1.0"
4757,5865,19,"-1.0"
4757,5867,3,"-1.0"
4757,5874,10,"-1.0"
4757,5876,14,"-1.0"
4757,5881,2,"-1.0"
4757,5883,2,"-1.0"
4757,5884,1,"-1.0"
4757,5888,1,"-1.0"
4758,5033,61,"-1.0"
4758,5059,3,"-1.0"
4758,5168,36,"-1.0"
4758,5229,18,"-1.0"
4758,5310,79,"-1.0"
4758,5374,35,"-1.0"
4758,5586,54,"-1.0"
4758,5609,16,"-1.0"
4758,5638,24,"-1.0"
4758,5639,12,"-1.0"
4758,5642,29,"-1.0"
4758,5643,30,"-1.0"
4758,5651,67,"-1.0"
4758,5653,33,"-1.0"
4758,5743,10,"-1.0"
4758,5757,51,"-1.0"
4758,5758,42,"-1.0"
4758,5763,25,"-1.0"
4758,5782,19,"-1.0"
4758,5783,50,"-1.0"
4758,5789,37,"-1.0"
4758,5795,28,"-1.0"
4758,5799,39,"-1.0"
4758,5830,19,"-1.0"
4758,5836,79,"-1.0"
4758,5847,9,"-1.0"
4758,5851,25,"-1.0"
4758,5855,13,"-1.0"
4758,5865,19,"-1.0"
4758,5867,4,"-1.0"
4758,5874,7,"-1.0"
4758,5876,16,"-1.0"
4758,5881,3,"-1.0"
4758,5883,3,"-1.0"
4758,5884,3,"-1.0"
4758,5888,1,"-1.0"
4758,5889,1,"-1.0"
4759,5033,55,"-1.0"
4759,5059,3,"-1.0"
4759,5168,37,"-1.0"
4759,5229,24,"-1.0"
4759,5310,76,"-1.0"
4759,5374,33,"-1.0"
4759,5586,53,"-1.0"
4759,5609,14,"-1.0"
4759,5638,22,"-1.0"
4759,5639,14,"-1.0"
4759,5642,32,"-1.0"
4759,5643,25,"-1.0"
4759,5651,66,"-1.0"
4759,5653,34,"-1.0"
4759,5743,12,"-1.0"
4759,5757,46,"-1.0"
4759,5758,35,"-1.0"
4759,5763,28,"-1.0"
4759,5782,28,"-1.0"
4759,5783,41,"-1.0"
4759,5789,38,"-1.0"
4759,5795,28,"-1.0"
4759,5799,47,"-1.0"
4759,5830,20,"-1.0"
4759,5836,85,"-1.0"
4759,5847,12,"-1.0"
4759,5851,25,"-1.0"
4759,5855,18,"-1.0"
4759,5865,18,"-1.0"
4759,5867,3,"-1.0"
4759,5874,9,"-1.0"
4759,5876,9,"-1.0"
4759,5881,2,"-1.0"
4759,5883,4,"-1.0"
4759,5884,2,"-1.0"
4759,5888,1,"-1.0"
4759,5889,1,"-1.0"
4760,5033,63,"-1.0"
4760,5059,2,"-1.0"
4760,5168,44,"-1.0"
4760,5229,32,"-1.0"
4760,5310,71,"-1.0"
4760,5374,31,"-1.0"
4760,5586,51,"-1.0"
4760,5609,15,"-1.0"
4760,5638,21,"-1.0"
4760,5639,10,"-1.0"
4760,5642,37,"-1.0"
4760,5643,24,"-1.0"
4760,5651,52,"-1.0"
4760,5653,30,"-1.0"
4760,5743,14,"-1.0"
4760,5757,40,"-1.0"
4760,5758,31,"-1.0"
4760,5763,27,"-1.0"
4760,5782,33,"-1.0"
4760,5783,37,"-1.0"
4760,5789,38,"-1.0"
4760,5795,27,"-1.0"
4760,5799,49,"-1.0"
4760,5830,21,"-1.0"
4760,5836,91,"-1.0"
4760,5847,15,"-1.0"
4760,5851,32,"-1.0"
4760,5855,18,"-1.0"
4760,5865,15,"-1.0"
4760,5867,3,"-1.0"
4760,5874,6,"-1.0"
4760,5876,9,"-1.0"
4760,5881,2,"-1.0"
4760,5883,6,"-1.0"
4760,5884,2,"-1.0"
4760,5889,1,"-1.0"
4761,5033,61,"-1.0"
4761,5059,1,"-1.0"
4761,5168,48,"-1.0"
4761,5229,36,"-1.0"
4761,5310,69,"-1.0"
4761,5374,25,"-1.0"
4761,5586,53,"-1.0"
4761,5609,17,"-1.0"
4761,5638,24,"-1.0"
4761,5639,12,"-1.0"
4761,5642,51,"-1.0"
4761,5643,18,"-1.0"
4761,5651,58,"-1.0"
4761,5653,29,"-1.0"
4761,5743,12,"-1.0"
4761,5757,32,"-1.0"
4761,5758,27,"-1.0"
4761,5763,22,"-1.0"
4761,5782,34,"-1.0"
4761,5783,33,"-1.0"
4761,5789,40,"-1.0"
4761,5795,26,"-1.0"
4761,5799,45,"-1.0"
4761,5830,24,"-1.0"
4761,5836,90,"-1.0"
4761,5847,14,"-1.0"
4761,5851,30,"-1.0"
4761,5855,20,"-1.0"
4761,5865,18,"-1.0"
4761,5867,1,"-1.0"
4761,5874,9,"-1.0"
4761,5876,7,"-1.0"
4761,5881,4,"-1.0"
4761,5883,5,"-1.0"
4761,5884,3,"-1.0"
4761,5890,1,"-1.0"
4761,5891,1,"-1.0"
4762,5033,56,"-1.0"
4762,5059,1,"-1.0"
4762,5168,45,"-1.0"
4762,5229,45,"-1.0"
4762,5310,79,"-1.0"
4762,5374,23,"-1.0"
4762,5586,42,"-1.0"
4762,5609,11,"-1.0"
4762,5638,22,"-1.0"
4762,5639,7,"-1.0"
4762,5642,60,"-1.0"
4762,5643,18,"-1.0"
4762,5651,62,"-1.0"
4762,5653,26,"-1.0"
4762,5743,10,"-1.0"
4762,5757,34,"-1.0"
4762,5758,30,"-1.0"
4762,5763,29,"-1.0"
4762,5782,31,"-1.0"
4762,5783,23,"-1.0"
4762,5789,44,"-1.0"
4762,5795,22,"-1.0"
4762,5799,40,"-1.0"
4762,5830,25,"-1.0"
4762,5836,85,"-1.0"
4762,5847,15,"-1.0"
4762,5851,30,"-1.0"
4762,5855,32,"-1.0"
4762,5865,13,"-1.0"
4762,5874,10,"-1.0"
4762,5876,13,"-1.0"
4762,5881,6,"-1.0"
4762,5883,7,"-1.0"
4762,5884,1,"-1.0"
4762,5890,1,"-1.0"
4762,5891,2,"-1.0"
4763,5033,42,"-1.0"
4763,5059,2,"-1.0"
4763,5168,44,"-1.0"
4763,5229,36,"-1.0"
4763,5310,81,"-1.0"
4763,5374,19,"-1.0"
4763,5586,48,"-1.0"
4763,5609,4,"-1.0"
4763,5638,28,"-1.0"
4763,5639,6,"-1.0"
4763,5642,59,"-1.0"
4763,5643,28,"-1.0"
4763,5651,65,"-1.0"
4763,5653,22,"-1.0"
4763,5743,17,"-1.0"
4763,5757,31,"-1.0"
4763,5758,35,"-1.0"
4763,5763,29,"-1.0"
4763,5782,29,"-1.0"
4763,5783,23,"-1.0"
4763,5789,42,"-1.0"
4763,5795,24,"-1.0"
4763,5799,44,"-1.0"
4763,5830,26,"-1.0"
4763,5836,72,"-1.0"
4763,5847,18,"-1.0"
4763,5851,32,"-1.0"
4763,5855,33,"-1.0"
4763,5865,19,"-1.0"
4763,5874,13,"-1.0"
4763,5876,14,"-1.0"
4763,5881,6,"-1.0"
4763,5883,5,"-1.0"
4763,5891,2,"-1.0"
4763,5892,1,"-1.0"
4763,5893,1,"-1.0"
4764,5033,48,"-1.0"
4764,5059,5,"-1.0"
4764,5168,49,"-1.0"
4764,5229,37,"-1.0"
4764,5310,71,"-1.0"
4764,5374,22,"-1.0"
4764,5586,43,"-1.0"
4764,5609,4,"-1.0"
4764,5638,36,"-1.0"
4764,5639,6,"-1.0"
4764,5642,74,"-1.0"
4764,5643,26,"-1.0"
4764,5651,56,"-1.0"
4764,5653,19,"-1.0"
4764,5743,21,"-1.0"
4764,5757,23,"-1.0"
4764,5758,34,"-1.0"
4764,5763,27,"-1.0"
4764,5782,27,"-1.0"
4764,5783,21,"-1.0"
4764,5789,40,"-1.0"
4764,5795,28,"-1.0"
4764,5799,44,"-1.0"
4764,5830,28,"-1.0"
4764,5836,68,"-1.0"
4764,5847,20,"-1.0"
4764,5851,30,"-1.0"
4764,5855,43,"-1.0"
4764,5865,14,"-1.0"
4764,5874,11,"-1.0"
4764,5876,8,"-1.0"
4764,5881,7,"-1.0"
4764,5883,5,"-1.0"
4764,5891,4,"-1.0"
4764,5892,1,"-1.0"
4765,5033,53,"-1.0"
4765,5059,6,"-1.0"
4765,5168,44,"-1.0"
4765,5229,28,"-1.0"
4765,5310,58,"-1.0"
4765,5374,20,"-1.0"
4765,5586,54,"-1.0"
4765,5609,1,"-1.0"
4765,5638,33,"-1.0"
4765,5639,9,"-1.0"
4765,5642,76,"-1.0"
4765,5643,18,"-1.0"
4765,5651,63,"-1.0"
4765,5653,26,"-1.0"
4765,5743,21,"-1.0"
4765,5757,23,"-1.0"
4765,5758,32,"-1.0"
4765,5763,33,"-1.0"
4765,5782,23,"-1.0"
4765,5783,28,"-1.0"
4765,5789,42,"-1.0"
4765,5795,30,"-1.0"
4765,5799,58,"-1.0"
4765,5830,23,"-1.0"
4765,5836,47,"-1.0"
4765,5847,23,"-1.0"
4765,5851,31,"-1.0"
4765,5855,37,"-1.0"
4765,5865,19,"-1.0"
4765,5874,16,"-1.0"
4765,5876,9,"-1.0"
4765,5881,6,"-1.0"
4765,5883,5,"-1.0"
4765,5891,4,"-1.0"
4765,5892,1,"-1.0"
4766,5033,48,"-1.0"
4766,5059,9,"-1.0"
4766,5168,53,"-1.0"
4766,5229,22,"-1.0"
4766,5310,62,"-1.0"
4766,5374,19,"-1.0"
4766,5586,60,"-1.0"
4766,5609,1,"-1.0"
4766,5638,27,"-1.0"
4766,5639,14,"-1.0"
4766,5642,77,"-1.0"
4766,5643,27,"-1.0"
4766,5651,48,"-1.0"
4766,5653,28,"-1.0"
4766,5743,25,"-1.0"
4766,5757,16,"-1.0"
4766,5758,26,"-1.0"
4766,5763,34,"-1.0"
4766,5782,22,"-1.0"
4766,5783,32,"-1.0"
4766,5789,43,"-1.0"
4766,5795,26,"-1.0"
4766,5799,56,"-1.0"
4766,5830,23,"-1.0"
4766,5836,59,"-1.0"
4766,5847,20,"-1.0"
4766,5851,28,"-1.0"
4766,5855,39,"-1.0"
4766,5865,25,"-1.0"
4766,5874,12,"-1.0"
4766,5876,5,"-1.0"
4766,5881,4,"-1.0"
4766,5883,5,"-1.0"
4766,5891,4,"-1.0"
4766,5894,1,"-1.0"
4767,5033,52,"-1.0"
4767,5059,12,"-1.0"
4767,5168,46,"-1.0"
4767,5229,18,"-1.0"
4767,5310,56,"-1.0"
4767,5374,24,"-1.0"
4767,5586,53,"-1.0"
4767,5609,1,"-1.0"
4767,5638,29,"-1.0"
4767,5639,10,"-1.0"
4767,5642,82,"-1.0"
4767,5643,20,"-1.0"
4767,5651,45,"-1.0"
4767,5653,26,"-1.0"
4767,5743,21,"-1.0"
4767,5757,16,"-1.0"
4767,5758,28,"-1.0"
4767,5763,38,"-1.0"
4767,5782,24,"-1.0"
4767,5783,18,"-1.0"
4767,5789,52,"-1.0"
4767,5795,27,"-1.0"
4767,5799,65,"-1.0"
4767,5830,18,"-1.0"
4767,5836,64,"-1.0"
4767,5847,20,"-1.0"
4767,5851,26,"-1.0"
4767,5855,43,"-1.0"
4767,5865,24,"-1.0"
4767,5874,13,"-1.0"
4767,5876,7,"-1.0"
4767,5881,7,"-1.0"
4767,5883,6,"-1.0"
4767,5891,4,"-1.0"
4767,5894,4,"-1.0"
4767,5895,1,"-1.0"
4768,5033,57,"-1.0"
4768,5059,14,"-1.0"
4768,5168,44,"-1.0"
4768,5229,17,"-1.0"
4768,5310,67,"-1.0"
4768,5374,14,"-1.0"
4768,5586,52,"-1.0"
4768,5609,2,"-1.0"
4768,5638,29,"-1.0"
4768,5639,18,"-1.0"
4768,5642,82,"-1.0"
4768,5643,16,"-1.0"
4768,5651,48,"-1.0"
4768,5653,27,"-1.0"
4768,5743,19,"-1.0"
4768,5757,12,"-1.0"
4768,5758,25,"-1.0"
4768,5763,39,"-1.0"
4768,5782,28,"-1.0"
4768,5783,15,"-1.0"
4768,5789,51,"-1.0"
4768,5795,28,"-1.0"
4768,5799,50,"-1.0"
4768,5830,15,"-1.0"
4768,5836,62,"-1.0"
4768,5847,24,"-1.0"
4768,5851,26,"-1.0"
4768,5855,58,"-1.0"
4768,5865,22,"-1.0"
4768,5874,14,"-1.0"
4768,5876,5,"-1.0"
4768,5881,6,"-1.0"
4768,5883,5,"-1.0"
4768,5891,4,"-1.0"
4768,5894,4,"-1.0"
4768,5895,1,"-1.0"
4769,5033,46,"-1.0"
4769,5059,13,"-1.0"
4769,5168,49,"-1.0"
4769,5229,27,"-1.0"
4769,5310,82,"-1.0"
4769,5374,12,"-1.0"
4769,5586,43,"-1.0"
4769,5609,1,"-1.0"
4769,5638,27,"-1.0"
4769,5639,19,"-1.0"
4769,5642,89,"-1.0"
4769,5643,18,"-1.0"
4769,5651,48,"-1.0"
4769,5653,17,"-1.0"
4769,5743,16,"-1.0"
4769,5757,7,"-1.0"
4769,5758,30,"-1.0"
4769,5763,41,"-1.0"
4769,5782,35,"-1.0"
4769,5783,12,"-1.0"
4769,5789,45,"-1.0"
4769,5795,37,"-1.0"
4769,5799,49,"-1.0"
4769,5830,20,"-1.0"
4769,5836,60,"-1.0"
4769,5847,24,"-1.0"
4769,5851,22,"-1.0"
4769,5855,64,"-1.0"
4769,5865,18,"-1.0"
4769,5874,8,"-1.0"
4769,5876,4,"-1.0"
4769,5881,8,"-1.0"
4769,5883,2,"-1.0"
4769,5891,5,"-1.0"
4769,5894,2,"-1.0"
4770,5033,44,"-1.0"
4770,5059,6,"-1.0"
4770,5168,53,"-1.0"
4770,5229,27,"-1.0"
4770,5310,85,"-1.0"
4770,5374,9,"-1.0"
4770,5586,42,"-1.0"
4770,5638,28,"-1.0"
4770,5639,14,"-1.0"
4770,5642,86,"-1.0"
4770,5643,23,"-1.0"
4770,5651,49,"-1.0"
4770,5653,17,"-1.0"
4770,5743,22,"-1.0"
4770,5757,4,"-1.0"
4770,5758,23,"-1.0"
4770,5763,36,"-1.0"
4770,5782,36,"-1.0"
4770,5783,16,"-1.0"
4770,5789,46,"-1.0"
4770,5795,32,"-1.0"
4770,5799,35,"-1.0"
4770,5830,22,"-1.0"
4770,5836,68,"-1.0"
4770,5847,36,"-1.0"
4770,5851,15,"-1.0"
4770,5855,65,"-1.0"
4770,5865,20,"-1.0"
4770,5874,9,"-1.0"
4770,5876,6,"-1.0"
4770,5881,10,"-1.0"
4770,5883,2,"-1.0"
4770,5891,6,"-1.0"
4770,5894,6,"-1.0"
4770,5896,1,"-1.0"
4770,5897,1,"-1.0"
4771,5033,32,"-1.0"
4771,5059,8,"-1.0"
4771,5168,55,"-1.0"
4771,5229,23,"-1.0"
4771,5310,102,"-1.0"
4771,5374,11,"-1.0"
4771,5586,40,"-1.0"
4771,5638,32,"-1.0"
4771,5639,13,"-1.0"
4771,5642,67,"-1.0"
4771,5643,27,"-1.0"
4771,5651,57,"-1.0"
4771,5653,17,"-1.0"
4771,5743,20,"-1.0"
4771,5757,3,"-1.0"
4771,5758,21,"-1.0"
4771,5763,35,"-1.0"
4771,5782,30,"-1.0"
4771,5783,25,"-1.0"
4771,5789,38,"-1.0"
4771,5795,34,"-1.0"
4771,5799,32,"-1.0"
4771,5830,31,"-1.0"
4771,5836,62,"-1.0"
4771,5847,42,"-1.0"
4771,5851,11,"-1.0"
4771,5855,63,"-1.0"
4771,5865,20,"-1.0"
4771,5874,12,"-1.0"
4771,5876,9,"-1.0"
4771,5881,10,"-1.0"
4771,5883,3,"-1.0"
4771,5891,7,"-1.0"
4771,5894,6,"-1.0"
4771,5897,1,"-1.0"
4771,5898,1,"-1.0"
4772,5033,34,"-1.0"
4772,5059,9,"-1.0"
4772,5168,41,"-1.0"
4772,5229,22,"-1.0"
4772,5310,108,"-1.0"
4772,5374,8,"-1.0"
4772,5586,36,"-1.0"
4772,5638,39,"-1.0"
4772,5639,13,"-1.0"
4772,5642,61,"-1.0"
4772,5643,32,"-1.0"
4772,5651,50,"-1.0"
4772,5653,11,"-1.0"
4772,5743,19,"-1.0"
4772,5757,2,"-1.0"
4772,5758,21,"-1.0"
4772,5763,30,"-1.0"
4772,5782,26,"-1.0"
4772,5783,35,"-1.0"
4772,5789,41,"-1.0"
4772,5795,34,"-1.0"
4772,5799,34,"-1.0"
4772,5830,18,"-1.0"
4772,5836,61,"-1.0"
4772,5847,44,"-1.0"
4772,5851,20,"-1.0"
4772,5855,70,"-1.0"
4772,5865,19,"-1.0"
4772,5874,18,"-1.0"
4772,5876,16,"-1.0"
4772,5881,12,"-1.0"
4772,5883,3,"-1.0"
4772,5891,7,"-1.0"
4772,5894,5,"-1.0"
4772,5898,1,"-1.0"
4773,5033,35,"-1.0"
4773,5059,9,"-1.0"
4773,5168,44,"-1.0"
4773,5229,24,"-1.0"
4773,5310,96,"-1.0"
4773,5374,5,"-1.0"
4773,5586,38,"-1.0"
4773,5638,35,"-1.0"
4773,5639,14,"-1.0"
4773,5642,52,"-1.0"
4773,5643,45,"-1.0"
4773,5651,59,"-1.0"
4773,5653,15,"-1.0"
4773,5743,18,"-1.0"
4773,5757,1,"-1.0"
4773,5758,23,"-1.0"
4773,5763,23,"-1.0"
4773,5782,31,"-1.0"
4773,5783,42,"-1.0"
4773,5789,31,"-1.0"
4773,5795,44,"-1.0"
4773,5799,35,"-1.0"
4773,5830,18,"-1.0"
4773,5836,62,"-1.0"
4773,5847,40,"-1.0"
4773,5851,21,"-1.0"
4773,5855,58,"-1.0"
4773,5865,20,"-1.0"
4773,5874,15,"-1.0"
4773,5876,15,"-1.0"
4773,5881,13,"-1.0"
4773,5883,3,"-1.0"
4773,5891,11,"-1.0"
4773,5894,3,"-1.0"
4773,5898,1,"-1.0"
4773,5899,1,"-1.0"
4774,5033,38,"-1.0"
4774,5059,7,"-1.0"
4774,5168,38,"-1.0"
4774,5229,21,"-1.0"
4774,5310,101,"-1.0"
4774,5374,3,"-1.0"
4774,5586,37,"-1.0"
4774,5638,43,"-1.0"
4774,5639,22,"-1.0"
4774,5642,55,"-1.0"
4774,5643,37,"-1.0"
4774,5651,62,"-1.0"
4774,5653,13,"-1.0"
4774,5743,18,"-1.0"
4774,5757,1,"-1.0"
4774,5758,24,"-1.0"
4774,5763,31,"-1.0"
4774,5782,24,"-1.0"
4774,5783,42,"-1.0"
4774,5789,31,"-1.0"
4774,5795,45,"-1.0"
4774,5799,30,"-1.0"
4774,5830,23,"-1.0"
4774,5836,53,"-1.0"
4774,5847,35,"-1.0"
4774,5851,30,"-1.0"
4774,5855,54,"-1.0"
4774,5865,20,"-1.0"
4774,5874,12,"-1.0"
4774,5876,12,"-1.0"
4774,5881,15,"-1.0"
4774,5883,3,"-1.0"
4774,5891,14,"-1.0"
4774,5894,4,"-1.0"
4774,5898,1,"-1.0"
4774,5900,1,"-1.0"
4775,5033,29,"-1.0"
4775,5059,8,"-1.0"
4775,5168,33,"-1.0"
4775,5229,15,"-1.0"
4775,5310,86,"-1.0"
4775,5374,2,"-1.0"
4775,5586,39,"-1.0"
4775,5638,52,"-1.0"
4775,5639,26,"-1.0"
4775,5642,58,"-1.0"
4775,5643,29,"-1.0"
4775,5651,65,"-1.0"
4775,5653,15,"-1.0"
4775,5743,21,"-1.0"
4775,5757,3,"-1.0"
4775,5758,25,"-1.0"
4775,5763,34,"-1.0"
4775,5782,22,"-1.0"
4775,5783,54,"-1.0"
4775,5789,28,"-1.0"
4775,5795,44,"-1.0"
4775,5799,31,"-1.0"
4775,5830,25,"-1.0"
4775,5836,60,"-1.0"
4775,5847,33,"-1.0"
4775,5851,28,"-1.0"
4775,5855,53,"-1.0"
4775,5865,25,"-1.0"
4775,5874,10,"-1.0"
4775,5876,13,"-1.0"
4775,5881,9,"-1.0"
4775,5883,3,"-1.0"
4775,5891,13,"-1.0"
4775,5894,7,"-1.0"
4775,5900,1,"-1.0"
4775,5901,1,"-1.0"
4776,5033,34,"-1.0"
4776,5059,8,"-1.0"
4776,5168,28,"-1.0"
4776,5229,15,"-1.0"
4776,5310,80,"-1.0"
4776,5374,2,"-1.0"
4776,5586,37,"-1.0"
4776,5638,47,"-1.0"
4776,5639,23,"-1.0"
4776,5642,54,"-1.0"
4776,5643,28,"-1.0"
4776,5651,66,"-1.0"
4776,5653,22,"-1.0"
4776,5743,18,"-1.0"
4776,5758,22,"-1.0"
4776,5763,48,"-1.0"
4776,5782,26,"-1.0"
4776,5783,60,"-1.0"
4776,5789,21,"-1.0"
4776,5795,50,"-1.0"
4776,5799,36,"-1.0"
4776,5830,30,"-1.0"
4776,5836,44,"-1.0"
4776,5847,29,"-1.0"
4776,5851,29,"-1.0"
4776,5855,56,"-1.0"
4776,5865,24,"-1.0"
4776,5874,8,"-1.0"
4776,5876,12,"-1.0"
4776,5881,12,"-1.0"
4776,5883,3,"-1.0"
4776,5891,15,"-1.0"
4776,5894,7,"-1.0"
4776,5900,4,"-1.0"
4776,5901,2,"-1.0"
4777,5033,38,"-1.0"
4777,5059,6,"-1.0"
4777,5168,36,"-1.0"
4777,5229,12,"-1.0"
4777,5310,78,"-1.0"
4777,5374,1,"-1.0"
4777,5586,41,"-1.0"
4777,5638,47,"-1.0"
4777,5639,35,"-1.0"
4777,5642,55,"-1.0"
4777,5643,26,"-1.0"
4777,5651,69,"-1.0"
4777,5653,16,"-1.0"
4777,5743,16,"-1.0"
4777,5758,28,"-1.0"
4777,5763,50,"-1.0"
4777,5782,37,"-1.0"
4777,5783,54,"-1.0"
4777,5789,25,"-1.0"
4777,5795,42,"-1.0"
4777,5799,30,"-1.0"
4777,5830,25,"-1.0"
4777,5836,49,"-1.0"
4777,5847,21,"-1.0"
4777,5851,20,"-1.0"
4777,5855,53,"-1.0"
4777,5865,35,"-1.0"
4777,5874,6,"-1.0"
4777,5876,16,"-1.0"
4777,5881,9,"-1.0"
4777,5883,1,"-1.0"
4777,5891,8,"-1.0"
4777,5894,7,"-1.0"
4777,5900,5,"-1.0"
4777,5901,3,"-1.0"
4778,5033,44,"-1.0"
4778,5059,6,"-1.0"
4778,5168,32,"-1.0"
4778,5229,11,"-1.0"
4778,5310,85,"-1.0"
4778,5374,1,"-1.0"
4778,5586,43,"-1.0"
4778,5638,46,"-1.0"
4778,5639,38,"-1.0"
4778,5642,63,"-1.0"
4778,5643,22,"-1.0"
4778,5651,61,"-1.0"
4778,5653,20,"-1.0"
4778,5743,9,"-1.0"
4778,5758,31,"-1.0"
4778,5763,51,"-1.0"
4778,5782,45,"-1.0"
4778,5783,57,"-1.0"
4778,5789,32,"-1.0"
4778,5795,28,"-1.0"
4778,5799,27,"-1.0"
4778,5830,25,"-1.0"
4778,5836,34,"-1.0"
